ticket_id,customer_id,product_id,issue_type,status,priority,created_at,resolved_at
TKT-002025,CUST-00986,PROD-007,Account Inquiry,Resolved,High,2025-10-15T03:57:45.860243+00:00,2025-10-21T03:57:45.860243+00:00
TKT-002026,CUST-00794,PROD-005,Account Inquiry,Closed,Critical,2025-07-18T21:13:59.037020+00:00,2025-07-22T21:13:59.037020+00:00
TKT-002027,CUST-00701,PROD-002,Transaction Dispute,Closed,Low,2026-03-26T12:01:21.976936+00:00,2026-04-06T12:01:21.976936+00:00
TKT-002028,CUST-00560,PROD-009,Transaction Dispute,Closed,Medium,2025-12-22T22:58:48.041172+00:00,2026-01-05T22:58:48.041172+00:00
TKT-002029,CUST-00817,PROD-002,Transaction Dispute,Closed,Low,2025-04-29T10:14:05.955629+00:00,2025-05-04T10:14:05.955629+00:00
TKT-002030,CUST-00711,PROD-003,Fee Dispute,Closed,Medium,2025-07-12T02:28:57.731405+00:00,2025-07-24T02:28:57.731405+00:00
TKT-002031,CUST-00767,PROD-006,Card Replacement,In Progress,Medium,2025-12-14T09:44:51.297246+00:00,
TKT-002032,CUST-00651,PROD-007,Login Issue,Open,Critical,2025-06-30T10:26:00.992872+00:00,
TKT-002033,CUST-00541,PROD-009,Login Issue,Open,Low,2025-07-26T21:04:10.463866+00:00,
TKT-002034,CUST-00666,PROD-002,Transaction Dispute,Resolved,Low,2025-06-30T05:50:41.754182+00:00,2025-07-11T05:50:41.754182+00:00
TKT-002035,CUST-00796,PROD-007,Transaction Dispute,Closed,Low,2025-04-09T17:28:05.498412+00:00,2025-04-14T17:28:05.498412+00:00
TKT-002036,CUST-00163,PROD-010,Transaction Dispute,Closed,High,2025-08-14T22:19:12.923851+00:00,2025-08-22T22:19:12.923851+00:00
TKT-002037,CUST-00273,PROD-007,Account Inquiry,Closed,High,2026-02-07T09:27:04.170565+00:00,2026-02-20T09:27:04.170565+00:00
TKT-002038,CUST-00322,PROD-003,Fee Dispute,Closed,High,2025-07-21T10:07:33.313635+00:00,2025-08-01T10:07:33.313635+00:00
TKT-002039,CUST-00187,PROD-007,Fee Dispute,Open,Medium,2025-07-22T02:11:46.293442+00:00,
TKT-002040,CUST-00822,PROD-001,Card Replacement,Resolved,Medium,2025-11-20T15:17:42.615839+00:00,2025-11-26T15:17:42.615839+00:00
TKT-002041,CUST-00259,PROD-009,Transaction Dispute,Open,Medium,2025-10-20T11:35:50.793254+00:00,
TKT-002042,CUST-00262,PROD-010,Transaction Dispute,Open,High,2026-02-22T13:28:00.083148+00:00,
TKT-002043,CUST-00433,PROD-007,Login Issue,In Progress,High,2026-01-02T20:53:34.190697+00:00,
TKT-002044,CUST-00616,PROD-002,Card Replacement,Closed,Low,2025-12-09T07:20:39.005275+00:00,2025-12-18T07:20:39.005275+00:00
TKT-002045,CUST-00322,PROD-002,Transaction Dispute,Closed,Medium,2025-06-30T07:06:47.681638+00:00,2025-07-02T07:06:47.681638+00:00
TKT-002046,CUST-00381,PROD-010,Account Inquiry,Resolved,Medium,2025-12-28T02:50:26.615298+00:00,2026-01-01T02:50:26.615298+00:00
TKT-002047,CUST-00627,PROD-009,Card Replacement,Resolved,Medium,2026-01-30T18:16:12.994081+00:00,2026-02-03T18:16:12.994081+00:00
TKT-002048,CUST-00728,PROD-010,Fee Dispute,Open,Low,2025-06-27T16:10:12.505307+00:00,
TKT-002049,CUST-00519,PROD-010,Transaction Dispute,Resolved,Medium,2025-10-02T00:23:33.795146+00:00,2025-10-04T00:23:33.795146+00:00
TKT-002050,CUST-00942,PROD-008,Login Issue,Resolved,High,2025-08-06T04:35:49.208876+00:00,2025-08-20T04:35:49.208876+00:00
TKT-002051,CUST-00661,PROD-008,Card Replacement,Closed,Medium,2026-01-10T18:55:39.910863+00:00,2026-01-14T18:55:39.910863+00:00
TKT-002052,CUST-00465,PROD-003,Card Replacement,Closed,High,2026-01-07T12:59:09.428684+00:00,2026-01-17T12:59:09.428684+00:00
TKT-002053,CUST-00411,PROD-005,Login Issue,Resolved,Critical,2025-04-19T09:37:41.730615+00:00,2025-04-26T09:37:41.730615+00:00
TKT-002054,CUST-00502,PROD-003,Card Replacement,Closed,Critical,2026-03-01T04:33:14.996195+00:00,2026-03-05T04:33:14.996195+00:00
TKT-002055,CUST-00277,PROD-010,Fee Dispute,Resolved,High,2026-04-03T15:11:33.884947+00:00,2026-04-15T15:11:33.884947+00:00
TKT-002056,CUST-00766,PROD-007,Login Issue,Closed,Critical,2025-09-15T21:29:47.657260+00:00,2025-09-29T21:29:47.657260+00:00
TKT-002057,CUST-00268,PROD-007,Login Issue,Closed,High,2025-09-26T11:00:18.716938+00:00,2025-10-08T11:00:18.716938+00:00
TKT-002058,CUST-00775,PROD-006,Transaction Dispute,Resolved,Low,2025-09-22T23:08:28.702366+00:00,2025-10-01T23:08:28.702366+00:00
TKT-002059,CUST-00320,PROD-001,Transaction Dispute,Resolved,Medium,2026-01-26T19:50:18.692166+00:00,2026-02-07T19:50:18.692166+00:00
TKT-002060,CUST-00616,PROD-005,Card Replacement,Closed,Low,2025-12-05T18:08:38.850155+00:00,2025-12-16T18:08:38.850155+00:00
TKT-002061,CUST-00507,PROD-009,Fee Dispute,Closed,High,2025-08-23T16:24:21.489714+00:00,2025-08-28T16:24:21.489714+00:00
TKT-002062,CUST-00945,PROD-002,Account Inquiry,Closed,Critical,2025-12-02T15:38:39.587009+00:00,2025-12-08T15:38:39.587009+00:00
TKT-002063,CUST-00612,PROD-009,Card Replacement,Closed,Medium,2025-12-03T21:54:20.651226+00:00,2025-12-09T21:54:20.651226+00:00
TKT-002064,CUST-00143,PROD-006,Transaction Dispute,Closed,Low,2026-01-25T04:51:46.885231+00:00,2026-02-01T04:51:46.885231+00:00
TKT-002065,CUST-00294,PROD-003,Transaction Dispute,Closed,Low,2026-02-18T19:36:37.904875+00:00,2026-03-02T19:36:37.904875+00:00
TKT-002066,CUST-00116,PROD-003,Fee Dispute,In Progress,Critical,2025-11-01T10:28:14.477578+00:00,
TKT-002067,CUST-00903,PROD-003,Fee Dispute,In Progress,Medium,2025-06-22T11:30:39.559254+00:00,
TKT-002068,CUST-00196,PROD-005,Login Issue,Open,Medium,2025-06-15T19:53:28.186007+00:00,
TKT-002069,CUST-00733,PROD-007,Card Replacement,Closed,Critical,2025-10-01T07:58:53.007474+00:00,2025-10-04T07:58:53.007474+00:00
TKT-002070,CUST-00796,PROD-010,Fee Dispute,In Progress,High,2025-07-24T18:19:41.451349+00:00,
TKT-002071,CUST-00673,PROD-009,Login Issue,In Progress,Medium,2025-05-07T07:36:46.949575+00:00,
TKT-002072,CUST-00367,PROD-010,Card Replacement,In Progress,Low,2025-12-18T12:34:25.191437+00:00,
TKT-002073,CUST-00638,PROD-002,Login Issue,Closed,High,2025-07-06T02:45:33.345223+00:00,2025-07-12T02:45:33.345223+00:00
TKT-002074,CUST-00399,PROD-010,Account Inquiry,Closed,High,2025-07-16T23:43:59.980231+00:00,2025-07-30T23:43:59.980231+00:00
TKT-002075,CUST-00079,PROD-007,Fee Dispute,In Progress,Medium,2026-01-06T03:33:25.623000+00:00,
TKT-002076,CUST-00873,PROD-010,Account Inquiry,Closed,Low,2025-06-16T18:28:09.951805+00:00,2025-06-26T18:28:09.951805+00:00
TKT-002077,CUST-00336,PROD-009,Card Replacement,Closed,Critical,2025-10-15T21:06:56.224820+00:00,2025-10-18T21:06:56.224820+00:00
TKT-002078,CUST-00392,PROD-006,Fee Dispute,In Progress,Low,2026-03-13T12:34:32.371243+00:00,
TKT-002079,CUST-00060,PROD-001,Fee Dispute,Closed,Low,2026-01-20T16:33:41.969049+00:00,2026-01-29T16:33:41.969049+00:00
TKT-002080,CUST-00143,PROD-010,Login Issue,Resolved,High,2025-12-08T16:31:29.587102+00:00,2025-12-14T16:31:29.587102+00:00
TKT-002081,CUST-00610,PROD-003,Transaction Dispute,Closed,Medium,2025-09-25T22:45:13.402199+00:00,2025-09-30T22:45:13.402199+00:00
TKT-002082,CUST-00172,PROD-003,Account Inquiry,Resolved,High,2026-02-17T15:20:36.096348+00:00,2026-02-27T15:20:36.096348+00:00
TKT-002083,CUST-00547,PROD-007,Account Inquiry,Closed,Low,2025-08-31T01:52:13.064781+00:00,2025-09-13T01:52:13.064781+00:00
TKT-002084,CUST-00733,PROD-001,Card Replacement,Resolved,Low,2025-10-05T20:02:16.610740+00:00,2025-10-16T20:02:16.610740+00:00
TKT-002085,CUST-00393,PROD-005,Transaction Dispute,Closed,High,2025-07-14T19:28:39.527488+00:00,2025-07-18T19:28:39.527488+00:00
TKT-002086,CUST-00821,PROD-004,Transaction Dispute,Closed,Medium,2025-08-09T02:52:14.774361+00:00,2025-08-22T02:52:14.774361+00:00
TKT-002087,CUST-00494,PROD-004,Card Replacement,Resolved,Critical,2025-11-15T02:30:30.975323+00:00,2025-11-22T02:30:30.975323+00:00
TKT-002088,CUST-00956,PROD-006,Card Replacement,Closed,High,2025-10-20T20:44:21.230232+00:00,2025-10-24T20:44:21.230232+00:00
TKT-002089,CUST-00679,PROD-002,Fee Dispute,Resolved,High,2025-11-09T14:56:43.368016+00:00,2025-11-15T14:56:43.368016+00:00
TKT-002090,CUST-00829,PROD-003,Login Issue,Closed,High,2025-05-26T14:00:38.629475+00:00,2025-06-09T14:00:38.629475+00:00
TKT-002091,CUST-00121,PROD-003,Account Inquiry,Resolved,Medium,2025-11-29T18:33:48.393915+00:00,2025-12-06T18:33:48.393915+00:00
TKT-002092,CUST-00942,PROD-008,Fee Dispute,Resolved,Low,2026-01-08T18:11:10.207057+00:00,2026-01-10T18:11:10.207057+00:00
TKT-002093,CUST-00034,PROD-009,Card Replacement,Resolved,High,2025-10-01T09:48:49.216530+00:00,2025-10-02T09:48:49.216530+00:00
TKT-002094,CUST-00520,PROD-004,Card Replacement,Resolved,High,2025-04-21T21:15:34.144500+00:00,2025-05-02T21:15:34.144500+00:00
TKT-002095,CUST-00827,PROD-009,Transaction Dispute,Closed,Critical,2025-05-14T23:47:58.167274+00:00,2025-05-22T23:47:58.167274+00:00
TKT-002096,CUST-00186,PROD-001,Fee Dispute,In Progress,High,2025-08-28T07:19:32.333179+00:00,
TKT-002097,CUST-00755,PROD-003,Card Replacement,Closed,High,2025-10-10T13:33:41.423213+00:00,2025-10-18T13:33:41.423213+00:00
TKT-002098,CUST-00068,PROD-004,Card Replacement,Closed,Critical,2025-09-17T18:36:48.516231+00:00,2025-09-20T18:36:48.516231+00:00
TKT-002099,CUST-00671,PROD-009,Fee Dispute,Resolved,High,2026-01-02T07:16:06.519977+00:00,2026-01-10T07:16:06.519977+00:00
TKT-002100,CUST-00482,PROD-002,Card Replacement,Closed,Medium,2025-11-27T16:20:37.141692+00:00,2025-12-08T16:20:37.141692+00:00
TKT-002101,CUST-00526,PROD-010,Transaction Dispute,Closed,Medium,2025-06-11T19:50:41.251199+00:00,2025-06-19T19:50:41.251199+00:00
TKT-002102,CUST-00689,PROD-003,Card Replacement,In Progress,High,2026-03-06T05:56:06.008554+00:00,
TKT-002103,CUST-00964,PROD-006,Fee Dispute,Resolved,Low,2025-04-29T08:23:48.474537+00:00,2025-05-04T08:23:48.474537+00:00
TKT-002104,CUST-00320,PROD-009,Card Replacement,Resolved,Critical,2025-11-10T04:26:57.536860+00:00,2025-11-19T04:26:57.536860+00:00
TKT-002105,CUST-00849,PROD-009,Account Inquiry,Closed,High,2026-01-20T19:06:11.531581+00:00,2026-02-01T19:06:11.531581+00:00
TKT-002106,CUST-00344,PROD-004,Transaction Dispute,In Progress,Low,2025-11-26T16:20:39.147207+00:00,
TKT-002107,CUST-00354,PROD-002,Login Issue,Resolved,Medium,2025-12-09T04:07:52.466527+00:00,2025-12-15T04:07:52.466527+00:00
TKT-002108,CUST-00537,PROD-004,Fee Dispute,Closed,Critical,2025-12-02T22:44:38.675566+00:00,2025-12-11T22:44:38.675566+00:00
TKT-002109,CUST-00926,PROD-002,Fee Dispute,Open,Low,2025-07-14T12:44:58.262768+00:00,
TKT-002110,CUST-00905,PROD-002,Fee Dispute,Closed,Medium,2026-01-18T05:05:15.040257+00:00,2026-02-01T05:05:15.040257+00:00
TKT-002111,CUST-00933,PROD-002,Account Inquiry,Closed,High,2026-02-24T06:17:32.602089+00:00,2026-02-26T06:17:32.602089+00:00
TKT-002112,CUST-00082,PROD-003,Login Issue,Closed,Medium,2026-02-08T18:50:40.955837+00:00,2026-02-20T18:50:40.955837+00:00
TKT-002113,CUST-00547,PROD-007,Fee Dispute,Closed,High,2025-12-05T09:29:35.695506+00:00,2025-12-10T09:29:35.695506+00:00
TKT-002114,CUST-00445,PROD-002,Transaction Dispute,Closed,Medium,2025-11-15T12:18:18.372127+00:00,2025-11-16T12:18:18.372127+00:00
TKT-002115,CUST-00288,PROD-006,Fee Dispute,Closed,High,2025-11-19T06:16:47.187516+00:00,2025-11-24T06:16:47.187516+00:00
TKT-002116,CUST-00720,PROD-009,Login Issue,Resolved,Low,2026-02-20T01:53:43.474048+00:00,2026-03-01T01:53:43.474048+00:00
TKT-002117,CUST-00861,PROD-002,Login Issue,Open,High,2026-03-17T00:50:35.672822+00:00,
TKT-002118,CUST-00107,PROD-001,Fee Dispute,Closed,Critical,2025-08-16T01:31:00.398359+00:00,2025-08-17T01:31:00.398359+00:00
TKT-002119,CUST-00037,PROD-002,Card Replacement,Closed,Low,2026-03-09T14:30:09.483000+00:00,2026-03-12T14:30:09.483000+00:00
TKT-002120,CUST-00209,PROD-007,Account Inquiry,Resolved,Medium,2025-12-03T04:31:16.317627+00:00,2025-12-09T04:31:16.317627+00:00
TKT-002121,CUST-00275,PROD-003,Transaction Dispute,Resolved,Medium,2025-04-07T03:09:09.613498+00:00,2025-04-12T03:09:09.613498+00:00
TKT-002122,CUST-00324,PROD-008,Login Issue,Closed,Low,2026-01-04T17:08:08.416254+00:00,2026-01-12T17:08:08.416254+00:00
TKT-002123,CUST-00171,PROD-010,Account Inquiry,Resolved,High,2025-12-12T16:36:20.441697+00:00,2025-12-18T16:36:20.441697+00:00
TKT-002124,CUST-00395,PROD-009,Login Issue,Closed,Low,2025-09-01T11:28:30.532275+00:00,2025-09-13T11:28:30.532275+00:00
TKT-002125,CUST-00127,PROD-001,Login Issue,Closed,Medium,2026-01-15T12:06:29.260103+00:00,2026-01-22T12:06:29.260103+00:00
TKT-002126,CUST-00507,PROD-010,Account Inquiry,Closed,Medium,2026-03-02T18:25:35.632835+00:00,2026-03-09T18:25:35.632835+00:00
TKT-002127,CUST-00693,PROD-009,Account Inquiry,Resolved,Medium,2025-07-25T01:34:11.300594+00:00,2025-08-02T01:34:11.300594+00:00
TKT-002128,CUST-00534,PROD-002,Card Replacement,Closed,Critical,2025-12-04T19:25:17.773936+00:00,2025-12-12T19:25:17.773936+00:00
TKT-002129,CUST-00982,PROD-006,Login Issue,Resolved,Critical,2025-05-12T17:34:43.786514+00:00,2025-05-14T17:34:43.786514+00:00
TKT-002130,CUST-00333,PROD-005,Transaction Dispute,Closed,Low,2025-08-13T22:00:11.263814+00:00,2025-08-26T22:00:11.263814+00:00
TKT-002131,CUST-00277,PROD-007,Account Inquiry,In Progress,High,2025-12-12T20:11:35.214093+00:00,
TKT-002132,CUST-00978,PROD-007,Transaction Dispute,Closed,High,2025-12-27T19:46:31.418839+00:00,2026-01-05T19:46:31.418839+00:00
TKT-002133,CUST-00334,PROD-006,Login Issue,Closed,High,2026-01-01T15:06:32.042892+00:00,2026-01-09T15:06:32.042892+00:00
TKT-002134,CUST-00356,PROD-007,Login Issue,Resolved,Critical,2025-06-17T14:57:50.731813+00:00,2025-06-21T14:57:50.731813+00:00
TKT-002135,CUST-00282,PROD-007,Login Issue,Closed,Low,2025-12-03T13:07:35.446393+00:00,2025-12-13T13:07:35.446393+00:00
TKT-002136,CUST-00203,PROD-004,Fee Dispute,Closed,Medium,2025-07-29T01:41:54.302726+00:00,2025-08-01T01:41:54.302726+00:00
TKT-002137,CUST-00932,PROD-009,Fee Dispute,Closed,High,2025-11-09T13:46:23.684360+00:00,2025-11-11T13:46:23.684360+00:00
TKT-002138,CUST-00867,PROD-004,Transaction Dispute,Resolved,High,2025-09-15T03:31:11.427769+00:00,2025-09-18T03:31:11.427769+00:00
TKT-002139,CUST-00089,PROD-008,Card Replacement,In Progress,Medium,2025-08-29T10:55:31.523801+00:00,
TKT-002140,CUST-00963,PROD-010,Transaction Dispute,Closed,Medium,2026-01-30T10:52:57.171157+00:00,2026-02-09T10:52:57.171157+00:00
TKT-002141,CUST-00338,PROD-008,Fee Dispute,Closed,Critical,2026-03-15T10:20:00.565781+00:00,2026-03-23T10:20:00.565781+00:00
TKT-002142,CUST-00206,PROD-009,Card Replacement,Resolved,Critical,2025-05-02T17:09:24.270268+00:00,2025-05-12T17:09:24.270268+00:00
TKT-002143,CUST-00569,PROD-009,Account Inquiry,Resolved,Medium,2025-05-01T06:37:29.347799+00:00,2025-05-08T06:37:29.347799+00:00
TKT-002144,CUST-00166,PROD-003,Card Replacement,In Progress,Low,2026-02-12T00:04:47.381809+00:00,
TKT-002145,CUST-00086,PROD-005,Card Replacement,In Progress,Critical,2025-04-10T07:44:18.489949+00:00,
TKT-002146,CUST-00709,PROD-008,Card Replacement,Resolved,Critical,2025-05-21T05:22:44.304390+00:00,2025-05-25T05:22:44.304390+00:00
TKT-002147,CUST-00322,PROD-004,Transaction Dispute,In Progress,Low,2026-02-10T15:42:11.883423+00:00,
TKT-002148,CUST-00635,PROD-005,Card Replacement,Closed,Low,2026-03-19T10:41:45.001047+00:00,2026-03-24T10:41:45.001047+00:00
TKT-002149,CUST-00122,PROD-005,Fee Dispute,Resolved,Medium,2025-11-18T05:32:48.096504+00:00,2025-11-28T05:32:48.096504+00:00
TKT-002150,CUST-00644,PROD-009,Account Inquiry,Closed,Critical,2025-10-07T13:50:44.730931+00:00,2025-10-08T13:50:44.730931+00:00
TKT-002151,CUST-00980,PROD-008,Login Issue,Closed,Low,2025-06-09T07:04:15.437231+00:00,2025-06-23T07:04:15.437231+00:00
TKT-002152,CUST-00072,PROD-007,Transaction Dispute,Resolved,Medium,2025-08-06T04:53:58.333560+00:00,2025-08-14T04:53:58.333560+00:00
TKT-002153,CUST-00372,PROD-003,Transaction Dispute,In Progress,High,2026-02-25T01:01:25.593293+00:00,
TKT-002154,CUST-00773,PROD-001,Transaction Dispute,Resolved,Low,2026-01-14T14:58:17.431548+00:00,2026-01-16T14:58:17.431548+00:00
TKT-002155,CUST-00540,PROD-002,Account Inquiry,Resolved,High,2025-04-19T23:45:19.733692+00:00,2025-04-24T23:45:19.733692+00:00
TKT-002156,CUST-00167,PROD-007,Login Issue,Closed,Critical,2025-11-17T15:25:19.690717+00:00,2025-11-29T15:25:19.690717+00:00
TKT-002157,CUST-00321,PROD-006,Fee Dispute,Closed,High,2025-10-23T01:48:18.427641+00:00,2025-10-30T01:48:18.427641+00:00
TKT-002158,CUST-00258,PROD-001,Account Inquiry,Resolved,High,2026-03-24T17:46:40.087247+00:00,2026-04-07T17:46:40.087247+00:00
TKT-002159,CUST-00658,PROD-009,Account Inquiry,Closed,Low,2025-04-19T03:59:22.349370+00:00,2025-04-26T03:59:22.349370+00:00
TKT-002160,CUST-00850,PROD-005,Account Inquiry,Closed,High,2025-10-12T05:56:56.534864+00:00,2025-10-20T05:56:56.534864+00:00
TKT-002161,CUST-00593,PROD-007,Transaction Dispute,Closed,High,2025-07-04T12:28:29.030890+00:00,2025-07-15T12:28:29.030890+00:00
TKT-002162,CUST-00857,PROD-006,Account Inquiry,Closed,Critical,2025-12-18T11:57:23.228865+00:00,2025-12-26T11:57:23.228865+00:00
TKT-002163,CUST-00533,PROD-006,Account Inquiry,Resolved,Medium,2026-01-09T06:13:15.757700+00:00,2026-01-15T06:13:15.757700+00:00
TKT-002164,CUST-00758,PROD-010,Transaction Dispute,Closed,High,2025-05-03T23:06:54.778774+00:00,2025-05-08T23:06:54.778774+00:00
TKT-002165,CUST-00565,PROD-005,Fee Dispute,Closed,High,2025-06-02T11:15:42.644787+00:00,2025-06-14T11:15:42.644787+00:00
TKT-002166,CUST-00217,PROD-001,Transaction Dispute,Resolved,Low,2025-10-07T00:25:24.531615+00:00,2025-10-21T00:25:24.531615+00:00
TKT-002167,CUST-00230,PROD-010,Login Issue,Closed,Low,2025-11-24T03:27:25.766539+00:00,2025-12-03T03:27:25.766539+00:00
TKT-002168,CUST-00883,PROD-001,Transaction Dispute,Resolved,Low,2026-01-23T21:08:13.346431+00:00,2026-02-04T21:08:13.346431+00:00
TKT-002169,CUST-00650,PROD-007,Transaction Dispute,Resolved,Medium,2025-11-26T22:56:15.989795+00:00,2025-12-06T22:56:15.989795+00:00
TKT-002170,CUST-00045,PROD-004,Login Issue,In Progress,Low,2025-11-23T15:27:03.589590+00:00,
TKT-002171,CUST-00050,PROD-008,Card Replacement,Resolved,Medium,2025-10-18T07:23:59.517341+00:00,2025-10-23T07:23:59.517341+00:00
TKT-002172,CUST-00039,PROD-006,Card Replacement,Closed,Low,2025-06-07T17:46:12.088009+00:00,2025-06-12T17:46:12.088009+00:00
TKT-002173,CUST-00728,PROD-007,Account Inquiry,Closed,High,2025-04-15T07:52:34.892353+00:00,2025-04-17T07:52:34.892353+00:00
TKT-002174,CUST-00047,PROD-006,Login Issue,Resolved,Critical,2025-05-29T21:00:14.948048+00:00,2025-06-12T21:00:14.948048+00:00
TKT-002175,CUST-00009,PROD-001,Login Issue,Closed,High,2026-03-02T17:26:09.942310+00:00,2026-03-11T17:26:09.942310+00:00
TKT-002176,CUST-00140,PROD-001,Card Replacement,Closed,Medium,2026-01-06T22:05:31.839191+00:00,2026-01-19T22:05:31.839191+00:00
TKT-002177,CUST-00646,PROD-001,Login Issue,Resolved,Medium,2025-06-30T04:21:07.299590+00:00,2025-07-04T04:21:07.299590+00:00
TKT-002178,CUST-00168,PROD-009,Fee Dispute,Closed,Low,2026-02-03T03:49:23.734803+00:00,2026-02-09T03:49:23.734803+00:00
TKT-002179,CUST-00517,PROD-007,Card Replacement,Closed,Low,2025-09-03T05:54:13.139188+00:00,2025-09-09T05:54:13.139188+00:00
TKT-002180,CUST-00732,PROD-006,Fee Dispute,Resolved,High,2025-12-19T09:07:20.370863+00:00,2026-01-01T09:07:20.370863+00:00
TKT-002181,CUST-00430,PROD-002,Login Issue,Open,Low,2025-05-28T13:22:15.921738+00:00,
TKT-002182,CUST-00971,PROD-005,Transaction Dispute,Resolved,High,2025-04-19T02:07:06.740273+00:00,2025-05-03T02:07:06.740273+00:00
TKT-002183,CUST-00690,PROD-002,Account Inquiry,Closed,Medium,2025-12-13T13:51:06.274589+00:00,2025-12-26T13:51:06.274589+00:00
TKT-002184,CUST-00590,PROD-005,Transaction Dispute,Closed,Low,2026-02-19T08:41:27.249817+00:00,2026-02-21T08:41:27.249817+00:00
TKT-002185,CUST-00640,PROD-004,Account Inquiry,Open,High,2026-03-06T18:00:55.976461+00:00,
TKT-002186,CUST-00757,PROD-003,Card Replacement,In Progress,High,2026-02-10T23:35:53.682623+00:00,
TKT-002187,CUST-00529,PROD-009,Account Inquiry,Resolved,Low,2025-10-10T23:39:13.922786+00:00,2025-10-17T23:39:13.922786+00:00
TKT-002188,CUST-00031,PROD-006,Transaction Dispute,Open,Low,2025-12-17T11:33:56.711952+00:00,
TKT-002189,CUST-00474,PROD-006,Fee Dispute,In Progress,Medium,2025-11-19T09:41:10.110704+00:00,
TKT-002190,CUST-00890,PROD-010,Transaction Dispute,Closed,Medium,2026-01-30T21:54:48.414330+00:00,2026-02-08T21:54:48.414330+00:00
TKT-002191,CUST-00982,PROD-009,Login Issue,Resolved,High,2025-04-26T15:07:00.451271+00:00,2025-05-05T15:07:00.451271+00:00
TKT-002192,CUST-00399,PROD-006,Card Replacement,Resolved,Low,2026-01-15T13:23:32.278957+00:00,2026-01-24T13:23:32.278957+00:00
TKT-002193,CUST-00362,PROD-007,Account Inquiry,Closed,High,2026-01-13T02:15:59.819493+00:00,2026-01-16T02:15:59.819493+00:00
TKT-002194,CUST-00514,PROD-005,Login Issue,Closed,Medium,2026-02-22T01:35:28.802345+00:00,2026-03-03T01:35:28.802345+00:00
TKT-002195,CUST-00042,PROD-008,Account Inquiry,Closed,Critical,2025-12-03T09:59:34.155817+00:00,2025-12-10T09:59:34.155817+00:00
TKT-002196,CUST-00862,PROD-010,Account Inquiry,Resolved,Medium,2025-12-31T13:44:35.983209+00:00,2026-01-14T13:44:35.983209+00:00
TKT-002197,CUST-00950,PROD-007,Card Replacement,Resolved,High,2026-01-07T13:28:13.932089+00:00,2026-01-21T13:28:13.932089+00:00
TKT-002198,CUST-00050,PROD-001,Transaction Dispute,Closed,Medium,2025-12-29T06:45:11.178078+00:00,2026-01-12T06:45:11.178078+00:00
TKT-002199,CUST-00274,PROD-010,Login Issue,Closed,Low,2025-12-26T08:54:50.636177+00:00,2026-01-08T08:54:50.636177+00:00
TKT-002200,CUST-00431,PROD-002,Login Issue,Closed,Medium,2025-10-18T14:45:46.320835+00:00,2025-10-29T14:45:46.320835+00:00
TKT-002201,CUST-00595,PROD-006,Account Inquiry,Closed,High,2026-01-24T20:28:39.358551+00:00,2026-02-05T20:28:39.358551+00:00
TKT-002202,CUST-00286,PROD-005,Transaction Dispute,Closed,High,2026-03-22T17:07:46.521408+00:00,2026-04-04T17:07:46.521408+00:00
TKT-002203,CUST-00300,PROD-002,Fee Dispute,In Progress,High,2025-11-09T09:14:42.162791+00:00,
TKT-002204,CUST-00446,PROD-010,Login Issue,Resolved,Medium,2025-12-31T21:52:29.885804+00:00,2026-01-03T21:52:29.885804+00:00
TKT-002205,CUST-00936,PROD-010,Login Issue,Closed,Medium,2026-03-12T18:27:09.938914+00:00,2026-03-17T18:27:09.938914+00:00
TKT-002206,CUST-00450,PROD-006,Login Issue,Resolved,Medium,2025-06-02T21:53:36.972345+00:00,2025-06-13T21:53:36.972345+00:00
TKT-002207,CUST-00643,PROD-002,Transaction Dispute,Resolved,High,2026-04-05T01:59:04.744981+00:00,2026-04-15T01:59:04.744981+00:00
TKT-002208,CUST-00921,PROD-007,Fee Dispute,Open,Low,2025-09-02T12:04:36.668220+00:00,
TKT-002209,CUST-00073,PROD-002,Account Inquiry,Open,High,2025-07-21T03:24:52.255717+00:00,
TKT-002210,CUST-00112,PROD-004,Fee Dispute,Resolved,Critical,2026-02-28T16:44:20.427114+00:00,2026-03-03T16:44:20.427114+00:00
TKT-002211,CUST-00302,PROD-003,Card Replacement,In Progress,Low,2025-12-08T22:48:48.902322+00:00,
TKT-002212,CUST-00059,PROD-007,Card Replacement,Closed,High,2025-12-23T23:54:32.847958+00:00,2025-12-25T23:54:32.847958+00:00
TKT-002213,CUST-00505,PROD-010,Account Inquiry,Closed,Low,2025-07-17T11:12:39.691250+00:00,2025-07-25T11:12:39.691250+00:00
TKT-002214,CUST-00177,PROD-008,Fee Dispute,Closed,High,2025-04-22T12:56:36.974490+00:00,2025-04-23T12:56:36.974490+00:00
TKT-002215,CUST-00908,PROD-009,Fee Dispute,Closed,Critical,2025-04-14T03:33:56.506314+00:00,2025-04-26T03:33:56.506314+00:00
TKT-002216,CUST-00174,PROD-005,Transaction Dispute,Resolved,Critical,2025-12-15T09:35:00.576682+00:00,2025-12-21T09:35:00.576682+00:00
TKT-002217,CUST-00278,PROD-004,Transaction Dispute,Resolved,High,2026-01-27T20:43:28.586170+00:00,2026-01-28T20:43:28.586170+00:00
TKT-002218,CUST-00865,PROD-005,Transaction Dispute,Closed,High,2026-01-17T16:54:49.419018+00:00,2026-01-24T16:54:49.419018+00:00
TKT-002219,CUST-00424,PROD-001,Account Inquiry,Open,High,2025-07-24T23:18:49.701532+00:00,
